sentence,cleancontent
it is yet very close thus an optimal location to both enjoy and find individual restaurants and relaxation,0
the staff of the hostel is incredibly warmhearted helpful and easygoing,0
the hostel is like a flat it is calm from 10 pm on and actually before too it feels like flatsharing and has a comfy kitchen living room  two bathrooms,0
it is quite clean and on opposite side it has a cool japanese restaurant,1
eventhough the showers were not clean and the neighbourhood was not the best we had a great stay there,1
the staff was very nice and was always willing to help,0
they spoke a broad variety of languages which was nice too,0
was only here for one night so i cannot speak much on atmosphere or how it is meeting other people ,0
but the staff was welcoming the room was clean and the location is walking distance to a few sights with buses that are easily accessible,1
just note the bus from the airport will drop you off conveniently close but they do not run prior to about 420am so plan accordingly if you have an early flight because a taxi to the airport is super expensive,0
good and beautiful hostel with a great atmosphere,0
there was no ac in our room,0
so it was hot in it,0
comfortable bunks roomy lockers and nice communal space downstairs with bar and courtyard,0
cleanliness left something to be desired the bathroom of our ensuite dorm smelled pretty unpleasant,1
no kitchen and the laundry was out of order when i was there,0
thought it was a bit expensive for what you got but overall met some great folks and enjoyed my stay ,0
i was only here for one night  but overall a good hostel to stay in,0
met some nice people but the common area seemed small,0
small but clean bathroom,1
lots of electrical plug ins,0
staff for both my check in and out were friendly,0
the hostel was ok for what i payed,0
i enjoyed my stay at wombat so much ,0
pros 1 great design and facilities  every bed had a mini shelf and socket many hooks in the room room is spacious 2 great location  walking distance to 3 subway stops and tower of london ,0
3 ambience  most of all i love the fun friendly and vibrant people and vibe here,0
i had so much fun and made so many friends ,0
i would highly recommend wombat and would stay here again ,0
hostel is super clean and relatively quiet but was full of school kids while i was there plus a few people over the age of 65 ,1
hard to get anything to eat and is in a scary neighbourhood,0
has absolutely no atmosphere whatsoever,0
great hostel the subway stop is right next to it which can be taken with jr it was clean and the staff are awesome but the pillows wernt the best,1
would definately reccommend though,0
were were told we were going to get an upgrade on arrival this didnt happen,0
the room was uncomfortably hot and windows only opened a crack so impossible to get any air in,0
at one stage we were standing near the open fridge trying to cool down,0
we left the door open to let a breeze in the first day but after that there was men in the room next to use smoking what i assume was marijuana and the pungent aroma meant that we had to suffer in the boiling heat again,0
